time speed cdir
2021-08-09T07:46:48.9	1,938791667	240,8375
2021-08-09T08:06:48.9	1,591983333	254,2875
2021-08-09T08:26:48.9	1,332483333	233,7408333
2021-08-09T08:46:48.9	2,262291667	105,0316667
2021-08-09T09:06:48.9	3,09535	135,51
2021-08-09T09:26:48.9	3,3268	143,3291667
2021-08-09T09:46:48.9	3,370233333	140,1816667
2021-08-09T10:06:48.9	3,387233333	140,6983333
2021-08-09T10:26:48.9	4,025941667	143,0041667
2021-08-09T10:46:48.9	4,447891667	147,4391667
2021-08-09T11:06:48.9	4,475525	175,1025
2021-08-09T11:26:48.9	4,199725	214,2491667
2021-08-09T11:46:48.9	2,332641667	251,2641667
2021-08-09T12:06:48.9	1,734583333	253,89
2021-08-09T12:26:48.9	2,433808333	242,8933333
2021-08-09T12:46:48.9	2,911608333	232,0016667
2021-08-09T13:06:48.9	2,647533333	238,19
2021-08-09T13:26:48.9	2,886725	228,7908333
2021-08-09T13:46:48.9	2,587308333	241,6625
2021-08-09T14:06:48.9	2,200325	236,4175
2021-08-09T14:26:48.9	1,958633333	242,9708333
2021-08-09T14:46:48.9	1,677908333	236,2283333
2021-08-09T15:06:48.9	1,145133333	243,5666667
2021-08-09T15:26:48.9	1,120825	229,9616667
2021-08-09T15:46:48.9	1,027583333	211,6166667
2021-08-09T16:06:48.9	1,196766667	201,2708333
2021-08-09T16:26:48.9	1,261941667	215,7408333
2021-08-09T16:46:48.9	1,646933333	233,4733333
2021-08-09T17:06:48.9	1,682158333	220,4566667
2021-08-09T17:26:48.9	2,069841667	220,3816667
2021-08-09T17:46:48.9	1,810825	223,6625
2021-08-09T18:06:48.9	1,196025	240,1041667
2021-08-09T18:26:48.9	1,235691667	243,5616667
2021-08-09T18:46:48.9	1,082025	225,905
2021-08-09T19:06:48.9	1,217441667	247,8266667
2021-08-09T19:26:48.9	1,483975	242,9491667
2021-08-09T19:46:48.9	1,719783333	261,3591667
2021-08-09T20:06:48.9	1,311975	258,655
2021-08-09T20:26:48.9	1,020716667	248,3
2021-08-09T20:46:48.9	1,026108333	271,1358333
2021-08-09T21:06:48.9	1,171441667	253,1608333
2021-08-09T21:26:48.9	1,1963	246,2483333
2021-08-09T21:46:48.9	1,036025	239,3975
2021-08-09T22:06:48.9	1,2541	231,9966667
2021-08-09T22:26:48.9	1,730833333	245,8491667
2021-08-09T22:46:48.9	1,919458333	257,5133333
2021-08-09T23:06:48.9	1,136516667	263,1133333
2021-08-09T23:26:48.9	1,991416667	251,8441667
2021-08-09T23:46:48.9	1,764433333	
2021-08-10T00:06:48.9	1,885908333	254,7941667
2021-08-10T00:26:48.9	2,123566667	254,2041667
2021-08-10T00:46:48.9	2,006466667	251,2716667
2021-08-10T01:06:48.9	2,419866667	254,0383333
2021-08-10T01:26:48.9	2,100833333	253,5991667
2021-08-10T01:46:48.9	1,724883333	261,6291667
2021-08-10T02:06:48.9	1,193858333	255,0891667
2021-08-10T02:26:48.9	1,656733333	260,6966667
2021-08-10T02:46:48.9	1,506716667	292,8325
2021-08-10T03:06:48.9	1,266441667	212,255
2021-08-10T03:26:48.9	1,478825	134,9883333
2021-08-10T03:46:48.9	5,980166667	132,3791667
2021-08-10T04:06:48.9	6,715733333	121,4308333
2021-08-10T04:26:48.9	4,021675	102,515
2021-08-10T04:46:48.9	3,166791667	97,70833333
